ID,startBin#,endBin#,width(bins),totalSpikeCount,peakBin,peakHeight(spikes),Interval(bins)
1523,2689512,2689534,23,106796,2689524,7843,2115
1524,2691494,2691517,24,104028,2691507,7530,1983
1525,2692094,2692117,24,103258,2692106,7436,599
1526,2696338,2696360,23,104081,2696350,7579,4244
1527,2696857,2696880,24,102680,2696870,7368,520
1528,2697940,2697963,24,104131,2697952,7499,1082
1529,2699236,2699258,23,104088,2699248,7576,1296
1530,2700567,2700589,23,108548,2700579,7929,1331
1531,2700898,2700920,23,102574,2700910,7433,331
1532,2701410,2701432,23,106756,2701422,7844,512
1533,2702170,2702192,23,108384,2702182,7996,760
1534,2702909,2702931,23,108444,2702921,7925,739
1535,2704415,2704437,23,108619,2704427,8027,1506
1536,2706079,2706101,23,108624,2706091,8034,1664
1537,2706622,2706644,23,107240,2706634,7881,543
1538,2707149,2707171,23,107006,2707161,7888,527
1539,2707763,2707785,23,107882,2707775,7940,614
1540,2709560,2709582,23,108638,2709572,7998,1797
1541,2711619,2711642,24,104479,2711631,7526,2059
1542,2712044,2712067,24,101984,2712057,7326,426
1543,2713624,2713646,23,104473,2713636,7573,1579
1544,2715455,2715478,24,104507,2715468,7563,1832
1545,2715824,2715847,24,101907,2715836,7287,368
1546,2716392,2716414,23,103228,2716404,7475,568
1547,2718483,2718505,23,104436,2718495,7591,2091
1548,2718928,2718951,24,102200,2718940,7348,445
1549,2719351,2719373,23,101965,2719363,7346,423
1550,2719685,2719708,24,102093,2719698,7237,335
1551,2720756,2720778,23,102844,2720768,7428,1070
1552,2722119,2722142,24,102880,2722131,7400,1363
1553,2722750,2722773,24,102496,2722763,7322,632
1554,2724927,2724949,23,102889,2724939,7473,2176
1555,2725690,2725713,24,102750,2725703,7361,764
1556,2726117,2726140,24,101761,2726129,7293,426
1557,2727868,2727890,23,102866,2727880,7449,1751
1558,2731634,2731656,23,106117,2731646,7760,3766
1559,2733301,2733323,23,106185,2733313,7797,1667
1560,2733876,2733898,23,104890,2733888,7653,575
1561,2736952,2736975,24,106311,2736964,7686,3076
1562,2739824,2739846,23,106129,2739836,7702,2872
1563,2741480,2741502,23,109788,2741492,8212,1656
1564,2745510,2745532,23,109776,2745522,8162,4030
1565,2745873,2745895,23,103792,2745885,7598,363
1566,2747307,2747329,23,109811,2747319,8103,1434
1567,2748135,2748157,23,109797,2748147,8145,828
1568,2748713,2748734,22,109287,2748724,8034,577
1569,2749027,2749049,23,102700,2749039,7420,315
1570,2749632,2749654,23,109435,2749644,8055,605
1571,2750114,2750136,23,109091,2750126,8087,482
1572,2751425,2751447,23,110130,2751437,8227,1311
1573,2751848,2751870,23,107652,2751860,7882,423
1574,2753877,2753899,23,110109,2753889,8171,2029
1575,2754234,2754256,23,104147,2754246,7578,357
1576,2755037,2755059,23,110056,2755049,8173,803
1577,2756851,2756873,23,110093,2756863,8197,1814
1578,2758395,2758417,23,110100,2758407,8203,1544
1579,2758904,2758926,23,109395,2758916,8114,509
1580,2760682,2760703,22,109912,2760693,8089,1777
1581,2761343,2761365,23,109627,2761355,8136,662
1582,2763677,2763699,23,109903,2763689,8160,2334
1583,2764081,2764103,23,105877,2764093,7719,404
1584,2764619,2764641,23,109261,2764631,8116,538
1585,2767555,2767577,23,109946,2767567,8188,2936
1586,2768585,2768607,23,109874,2768597,8199,1030
1587,2769820,2769842,23,109944,2769832,8157,1235
1588,2770184,2770207,24,104462,2770196,7570,364
1589,2771309,2771331,23,110115,2771321,8216,1125
1590,2771657,2771679,23,103699,2771669,7577,348
1591,2771867,2771891,25,101596,2771880,7035,211
1592,2772183,2772205,23,102832,2772195,7441,315
1593,2772640,2772662,23,108641,2772652,8009,457
1594,2773101,2773123,23,108789,2773113,8046,461
1595,2774343,2774365,23,110121,2774355,8127,1242
1596,2775825,2775847,23,110124,2775837,8181,1482
1597,2776456,2776478,23,109990,2776468,8200,631
1598,2777459,2777481,23,110137,2777471,8143,1003
1599,2779757,2779779,23,110170,2779769,8195,2298
1600,2780105,2780127,23,102286,2780117,7361,348
1601,2780330,2780353,24,101573,2780343,6985,226
1602,2780731,2780753,23,102689,2780743,7462,400
1603,2782203,2782225,23,107551,2782215,7876,1472
1604,2782930,2782952,23,107296,2782942,7878,727
1605,2783791,2783813,23,107515,2783803,7823,861
1606,2785499,2785522,24,107601,2785512,7833,1709
1607,2787140,2787162,23,107550,2787152,7886,1640
1608,2787406,2787429,24,102448,2787418,7174,266
1609,2788535,2788557,23,107531,2788547,7853,1129
1610,2788929,2788951,23,102588,2788941,7441,394
1611,2789198,2789221,24,102446,2789210,7218,269
1612,2789532,2789555,24,102384,2789545,7301,335
1613,2790046,2790068,23,101899,2790058,7311,513
1614,2790512,2790534,23,101715,2790524,7322,466
1615,2792242,2792264,23,102587,2792254,7442,1730
1616,2793342,2793365,24,102585,2793354,7338,1100
1617,2796431,2796453,23,102537,2796443,7376,3089
1618,2796727,2796750,24,102012,2796739,7141,296
1619,2797785,2797807,23,102538,2797797,7432,1058
1620,2798412,2798434,23,102267,2798424,7371,627
1621,2799380,2799402,23,102545,2799392,7439,968
1622,2801195,2801217,23,102546,2801207,7408,1815
1623,2802046,2802068,23,102501,2802058,7408,851
1624,2803568,2803590,23,102576,2803580,7391,1522
1625,2804579,2804602,24,102540,2804591,7351,1011
1626,2804833,2804856,24,101940,2804846,6994,255
1627,2805689,2805711,23,102437,2805701,7450,855
1628,2807908,2807931,24,102538,2807920,7325,2219
1629,2809406,2809428,23,102586,2809418,7429,1498
1630,2811102,2811125,24,103829,2811115,7494,1697
1631,2811494,2811517,24,101698,2811507,7234,392
1632,2811909,2811932,24,101795,2811922,7267,415
1633,2813453,2813475,23,103792,2813465,7547,1543
1634,2814156,2814179,24,103393,2814169,7436,704
1635,2815259,2815281,23,103845,2815271,7499,1102
1636,2818937,2818960,24,103884,2818949,7453,3678
1637,2820586,2820608,23,107643,2820598,7837,1649
1638,2822532,2822554,23,107642,2822544,7931,1946
1639,2823443,2823465,23,107559,2823455,7794,911
1640,2823835,2823857,23,102594,2823847,7447,392
1641,2825382,2825404,23,107687,2825394,7812,1547
1642,2825770,2825792,23,102426,2825782,7442,388
1643,2827308,2827330,23,107611,2827320,7876,1538
1644,2828581,2828603,23,107735,2828593,7900,1273
1645,2830965,2830987,23,108852,2830977,7993,2384
1646,2832602,2832624,23,108870,2832614,7956,1637
1647,2834524,2834546,23,108864,2834536,8022,1922
1648,2836540,2836562,23,108866,2836553,7956,2017
1649,2837478,2837500,23,108892,2837490,8043,937
1650,2838161,2838183,23,108617,2838173,7983,683
1651,2839517,2839539,23,108813,2839529,7994,1356
1652,2842309,2842331,23,110150,2842321,8207,2792
1653,2842588,2842611,24,102535,2842601,7345,280
1654,2843039,2843061,23,108179,2843051,7956,450
1655,2843377,2843399,23,103131,2843389,7481,338
1656,2844314,2844336,23,110080,2844326,8183,937
1657,2844578,2844601,24,102485,2844591,7265,265
1658,2844850,2844873,24,102472,2844862,7320,271
1659,2845702,2845724,23,110093,2845714,8152,852
1660,2846518,2846539,22,110020,2846529,8101,815
1661,2846747,2846770,24,102346,2846760,7202,231
1662,2848770,2848792,23,110114,2848782,8133,2022
1663,2849132,2849154,23,103942,2849144,7588,362
1664,2850652,2850674,23,107147,2850664,7810,1520
1665,2852744,2852766,23,107246,2852756,7793,2092
1666,2853132,2853155,24,102284,2853144,7328,388
1667,2854218,2854240,23,107178,2854230,7823,1086
1668,2854457,2854480,24,102251,2854470,7075,240
1669,2855601,2855623,23,107232,2855613,7888,1143
1670,2856568,2856590,23,107080,2856580,7843,967
1671,2857205,2857227,23,106400,2857217,7746,637
1672,2857848,2857870,23,106526,2857860,7770,643
1673,2860183,2860205,23,106569,2860195,7781,2335
1674,2860937,2860960,24,106204,2860950,7656,755
1675,2861269,2861291,23,102027,2861281,7337,331
1676,2862054,2862076,23,106300,2862066,7779,785
1677,2863004,2863026,23,106373,2863016,7727,950
1678,2863592,2863615,24,105319,2863605,7684,589
1679,2864290,2864312,23,106071,2864302,7779,697
1680,2865763,2865785,23,106408,2865775,7800,1473
1681,2867805,2867827,23,106430,2867817,7711,2042
1682,2868349,2868372,24,104607,2868362,7581,545
1683,2868909,2868931,23,104856,2868921,7632,559
1684,2869176,2869199,24,102414,2869189,7197,268
1685,2870142,2870164,23,102304,2870154,7414,965
1686,2871107,2871129,23,102348,2871119,7384,965
1687,2871750,2871772,23,102186,2871762,7360,643
1688,2872293,2872316,24,101911,2872305,7237,543
1689,2872819,2872842,24,101890,2872831,7262,526
1690,2873334,2873356,23,101795,2873346,7317,515
1691,2873565,2873589,25,99845,2873578,6772,232
1692,2873846,2873870,25,102026,2873859,7115,281
1693,2875365,2875388,24,102322,2875377,7318,1518
1694,2875878,2875901,24,101853,2875891,7248,514
1695,2876325,2876347,23,101653,2876337,7282,446
1696,2877012,2877034,23,102167,2877024,7405,687
1697,2878744,2878766,23,102366,2878756,7349,1732
1698,2879907,2879930,24,102401,2879920,7388,1164
1699,2880537,2880560,24,101582,2880550,7127,630
1700,2882799,2882821,23,101578,2882811,7227,2261
1701,2883563,2883585,23,101578,2883575,7222,764
1702,2884146,2884169,24,101554,2884158,7144,583
1703,2885049,2885072,24,101589,2885062,7184,904
1704,2885846,2885868,23,101527,2885858,7237,796
1705,2886534,2886556,23,101513,2886546,7207,688
1706,2887934,2887957,24,101604,2887946,7198,1400
1707,2889831,2889854,24,101605,2889844,7186,1898
1708,2890168,2890192,25,101477,2890181,7062,337
1709,2891645,2891668,24,101609,2891658,7119,1477
1710,2893398,2893421,24,101560,2893411,7187,1753
1711,2894997,2895020,24,101617,2895009,7131,1598
1712,2895835,2895857,23,101540,2895847,7211,838
1713,2896904,2896926,23,101562,2896916,7227,1069
1714,2897683,2897705,23,101537,2897695,7238,779
1715,2898259,2898281,23,101487,2898271,7201,576
1716,2898585,2898608,24,101453,2898597,7016,326
1717,2900596,2900618,23,101585,2900608,7281,2011
1718,2901842,2901864,23,101557,2901854,7220,1246
1719,2902164,2902187,24,101422,2902177,7006,323
1720,2902455,2902478,24,101317,2902467,6907,290
1721,2903227,2903249,23,101524,2903239,7210,772
1722,2903866,2903888,23,101550,2903878,7214,639
1723,2904970,2904993,24,101585,2904983,7165,1105
1724,2907082,2907104,23,101565,2907094,7246,2111
1725,2907462,2907485,24,101469,2907475,7054,381
1726,2908476,2908499,24,101629,2908489,7161,1014
1727,2909127,2909150,24,101617,2909139,7187,650
1728,2909669,2909691,23,101493,2909681,7210,542
1729,2910153,2910176,24,101464,2910165,7043,484
1730,2912059,2912083,25,101572,2912072,7119,1907
1731,2913339,2913362,24,101517,2913352,7025,1280
1732,2914768,2914791,24,101510,2914780,7091,1428
1733,2915221,2915244,24,101446,2915234,7063,454
1734,2916169,2916193,25,101558,2916182,7096,948
1735,2917039,2917062,24,101536,2917051,7055,869
1736,2917415,2917438,24,101397,2917427,6992,376
1737,2918112,2918135,24,101490,2918124,7059,697
1738,2919102,2919125,24,101548,2919114,7098,990
1739,2919837,2919860,24,101499,2919849,7114,735
1740,2922550,2922574,25,101459,2922563,7045,2714
1741,2923848,2923871,24,101417,2923860,6979,1297
1742,2924209,2924233,25,101327,2924222,6920,362
1743,2925067,2925090,24,101439,2925079,6997,857
1744,2928264,2928287,24,101469,2928276,7012,3197
1745,2929866,2929890,25,101467,2929879,7042,1603
1746,2930851,2930874,24,101495,2930863,7080,984
1747,2931512,2931535,24,101516,2931525,7117,662
1748,2932094,2932117,24,101494,2932106,7103,581
1749,2933094,2933117,24,101533,2933106,7159,1000
1750,2933966,2933989,24,101550,2933978,7073,872
1751,2935422,2935445,24,101557,2935435,7138,1457
1752,2937055,2937078,24,101545,2937068,7082,1633
1753,2938185,2938208,24,101531,2938198,7115,1130
1754,2938561,2938584,24,101425,2938574,6977,376
1755,2938942,2938966,25,101485,2938955,7071,381
1756,2941970,2941993,24,101513,2941983,7051,3028
1757,2942691,2942714,24,101519,2942704,7023,721
1758,2946215,2946238,24,101523,2946227,7046,3523
1759,2947074,2947097,24,101512,2947087,7094,860
1760,2947796,2947819,24,101478,2947809,7077,722
1761,2948107,2948131,25,101144,2948120,6893,311
1762,2949854,2949877,24,101493,2949867,7102,1747
1763,2950703,2950725,23,101529,2950715,7189,848
1764,2952043,2952066,24,101567,2952055,7095,1340
1765,2952561,2952583,23,101464,2952573,7135,518
1766,2953125,2953148,24,101528,2953138,7093,565
1767,2954641,2954664,24,101576,2954654,7191,1516
1768,2955119,2955142,24,101495,2955132,7069,478
1769,2956907,2956930,24,101563,2956919,7192,1787
1770,2957762,2957784,23,101476,2957774,7196,855
1771,2958250,2958273,24,101515,2958262,7066,488
1772,2961419,2961442,24,101559,2961431,7184,3169
1773,2962002,2962025,24,101521,2962014,7147,583
1774,2963604,2963627,24,101540,2963617,7175,1603
1775,2964637,2964659,23,101538,2964649,7197,1032
1776,2967319,2967342,24,101565,2967331,7115,2682
1777,2967767,2967790,24,101487,2967779,7033,448
1778,2969316,2969339,24,101577,2969329,7173,1550
1779,2970258,2970281,24,101783,2970270,7218,941
1780,2971023,2971045,23,101718,2971035,7280,765
1781,2971426,2971449,24,101521,2971439,7144,404
1782,2972599,2972621,23,101709,2972611,7262,1172
1783,2974104,2974127,24,101800,2974117,7238,1506
1784,2977686,2977709,24,101827,2977699,7267,3582
1785,2978153,2978176,24,101559,2978165,7153,466
1786,2979278,2979300,23,101760,2979290,7268,1125
1787,2979685,2979708,24,101545,2979697,7120,407
1788,2980071,2980094,24,101520,2980083,7106,386
1789,2980600,2980622,23,101583,2980612,7230,529
1790,2981604,2981626,23,101752,2981616,7290,1004
1791,2984542,2984565,24,101813,2984554,7250,2938
1792,2985038,2985061,24,101603,2985051,7215,497
1793,2985331,2985354,24,101588,2985343,7056,292
1794,2987064,2987086,23,101787,2987076,7269,1733
1795,2988319,2988342,24,101795,2988332,7282,1256
1796,2988772,2988795,24,101561,2988784,7165,452
1797,2990430,2990453,24,101779,2990442,7211,1658
1798,2991297,2991320,24,101799,2991309,7220,867
1799,2992168,2992191,24,101764,2992180,7223,871
1800,2992549,2992572,24,101530,2992562,7094,382
1801,2993012,2993035,24,101577,2993024,7191,462
1802,2993622,2993644,23,101683,2993634,7276,610
1803,2994854,2994876,23,101748,2994866,7299,1232
1804,2995594,2995617,24,101760,2995607,7231,741
1805,2997095,2997118,24,101803,2997107,7243,1500
1806,3000867,3000889,23,101795,3000879,7280,3772
1807,3002518,3002540,23,101754,3002530,7319,1651
1808,3003464,3003486,23,101792,3003476,7285,946
1809,3003984,3004007,24,101659,3003996,7226,520
1810,3004589,3004612,24,101725,3004602,7199,606
1811,3006518,3006541,24,101823,3006530,7193,1928
1812,3007752,3007775,24,101824,3007764,7292,1234
1813,3008603,3008625,23,101757,3008615,7311,851
1814,3010030,3010052,23,102148,3010042,7361,1427
1815,3011667,3011690,24,102193,3011680,7284,1638
1816,3012992,3013014,23,102199,3013004,7370,1324
1817,3013661,3013684,24,102089,3013674,7257,670
1818,3013946,3013970,25,101944,3013959,7103,285
1819,3015019,3015041,23,102173,3015031,7378,1072
1820,3015613,3015635,23,101944,3015625,7339,594
1821,3017412,3017435,24,102189,3017425,7319,1800
1822,3018370,3018392,23,102212,3018382,7307,957
1823,3020785,3020808,24,102247,3020798,7330,2416
1824,3021375,3021397,23,101925,3021387,7365,589
1825,3023726,3023749,24,102259,3023738,7265,2351
1826,3024871,3024893,23,102166,3024883,7370,1145
1827,3026162,3026184,23,102156,3026174,7384,1291
1828,3026529,3026552,24,101547,3026541,7207,367
1829,3027298,3027320,23,102082,3027310,7370,769
1830,3028714,3028737,24,102273,3028726,7374,1416
1831,3029887,3029910,24,102201,3029900,7270,1174
1832,3030692,3030714,23,102080,3030704,7368,804
1833,3031698,3031721,24,102190,3031710,7328,1006
1834,3033102,3033125,24,102212,3033114,7317,1404
1835,3033966,3033988,23,102172,3033978,7367,864
1836,3035756,3035779,24,102263,3035769,7317,1791
1837,3037172,3037194,23,102182,3037184,7364,1415
1838,3038693,3038716,24,102237,3038706,7318,1522
1839,3039424,3039446,23,102020,3039436,7361,730
1840,3040498,3040520,23,103138,3040510,7472,1074
1841,3041335,3041357,23,103098,3041347,7475,837
1842,3042561,3042584,24,103246,3042573,7454,1226
1843,3043718,3043740,23,103188,3043730,7461,1157
1844,3044240,3044262,23,102123,3044252,7401,522
1845,3045329,3045351,23,103207,3045341,7498,1089
1846,3047688,3047710,23,103198,3047700,7497,2359
1847,3048505,3048527,23,103109,3048517,7501,817
1848,3050971,3050993,23,104916,3050983,7656,2466
1849,3051506,3051529,24,103241,3051518,7455,535
1850,3052857,3052879,23,104998,3052869,7647,1351
1851,3053661,3053683,23,104804,3053673,7630,804
1852,3055094,3055117,24,104927,3055107,7604,1434
1853,3056680,3056702,23,104927,3056692,7660,1585
1854,3058285,3058308,24,105001,3058297,7540,1605
1855,3058753,3058775,23,102302,3058765,7406,468
1856,3059181,3059204,24,101990,3059194,7293,429
1857,3059809,3059832,24,104080,3059822,7496,628
1858,3061624,3061646,23,102816,3061636,7483,1814
1859,3062313,3062335,23,102569,3062325,7401,689
1860,3062900,3062922,23,102240,3062912,7369,587
1861,3063348,3063370,23,101691,3063360,7324,448
1862,3065643,3065665,23,102867,3065655,7441,2295
1863,3067394,3067416,23,102907,3067406,7427,1751
1864,3068812,3068834,23,102782,3068824,7468,1418
1865,3071450,3071473,24,106608,3071462,7713,2638
1866,3073125,3073147,23,106619,3073137,7828,1675
1867,3073813,3073835,23,105978,3073825,7719,688
1868,3074514,3074536,23,106000,3074526,7724,701
1869,3075033,3075055,23,104160,3075045,7570,519
1870,3077539,3077561,23,106535,3077551,7783,2506
1871,3078133,3078155,23,105237,3078145,7648,594
1872,3078755,3078777,23,105561,3078767,7694,622
1873,3081142,3081164,23,108156,3081154,7897,2387
1874,3082292,3082315,24,108284,3082304,7892,1150
1875,3084345,3084367,23,108069,3084357,7968,2053
1876,3084683,3084706,24,102256,3084696,7315,339
1877,3085085,3085107,23,102751,3085097,7476,401
1878,3085443,3085465,23,102251,3085455,7383,358
1879,3086814,3086836,23,108198,3086826,7965,1371
1880,3087947,3087969,23,108174,3087959,7966,1133
1881,3089236,3089258,23,108144,3089248,7948,1289
1882,3091188,3091211,24,107714,3091201,7841,1953
1883,3091580,3091603,24,102395,3091593,7382,392
1884,3093040,3093062,23,107679,3093052,7882,1459
1885,3093967,3093989,23,107653,3093979,7929,927
1886,3094584,3094606,23,106589,3094596,7717,617
1887,3095089,3095111,23,104998,3095101,7710,505
1888,3097863,3097885,23,107589,3097875,7828,2774
1889,3098734,3098756,23,107537,3098746,7827,871
1890,3099572,3099594,23,107520,3099584,7826,838
1891,3100956,3100978,23,106803,3100968,7789,1384
1892,3101355,3101378,24,102142,3101368,7327,400
1893,3101898,3101920,23,104812,3101910,7625,542
1894,3102241,3102264,24,102023,3102254,7291,344
1895,3104193,3104215,23,106771,3104205,7784,1951
1896,3104523,3104545,23,102055,3104535,7320,330
1897,3105411,3105433,23,106709,3105423,7814,888
1898,3105892,3105914,23,103564,3105904,7545,481
1899,3106192,3106215,24,102258,3106205,7277,301
1900,3106901,3106923,23,106314,3106913,7717,708
1901,3108303,3108325,23,106761,3108315,7799,1402
1902,3108890,3108912,23,105429,3108902,7613,587
1903,3110514,3110536,23,102298,3110526,7359,1624
